Paper,Question_Number,Question_Text,Option_A,Option_B,Option_C,Option_D,Subject,Raw_Options_Text
Pune_Rural_Police_Paper,4,५० 8)७५ ९)२५ 0)१०,एर |[खालोलरेकी कोणत्य राज्याला सर्वात मोठा समुद्रकिनारा लाभलेला आहे?,,,,,एर |[खालोलरेकी कोणत्य राज्याला सर्वात मोठा समुद्रकिनारा लाभलेला आहे?
Pune_Rural_Police_Paper,4,महाराष्ट्र 8)गुजरात ९)तमिळनाडु 1)उडिसा,६० ज्या सरिचा नवरा वारला आहे त्या सिला काय म्हणतात?,,,,,६० ज्या सरिचा नवरा वारला आहे त्या सिला काय म्हणतात?
Pune_Rural_Police_Paper,4,विधुर 8)विधवा ९)सौभाग्यवती 00)यापैकी नाही,?०६९ ३०५ [७- 5टभ01€0 एपी 01९६1 $टभाशा ६१,२०,२५ 2२९,"३० पस्रमिरचा रांगेतील नंबर दोन्ही बाजुने १५ वा आहे,तर रांगेत एकुण मुले किती? ह ६२ भिमा नदी यापैकी कोणत्या जिल्ह्यातुन जात नाही?साताराअहमदनगरपुणेसोलापुर ६३ ५ ते १०१ दरम्यान असणा-या सम संख्या किती आहेत?",,"?०६९ ३०५ [७- 5टभ01€0 एपी 01९६1 $टभाशा ६१ /)२० 3)२५ 2२९ 1)३० पस्रमिरचा रांगेतील नंबर दोन्ही बाजुने १५ वा आहे,तर रांगेत एकुण मुले किती? ह ६२ भिमा नदी यापैकी कोणत्या जिल्ह्यातुन जात नाही? /)सातारा 3)अहमदनगर €)पुणे 0)सोलापुर ६३ ५ ते १०१ दरम्यान असणा-या सम संख्या किती आहेत?"
Pune_Rural_Police_Paper,4,४५ )४८ ९)५० 0)५१,केंद्रीय मंत्रीमंडळ हे ...याना जबाबदार असते?,लोकसभा राष्ट्रपती,विभानसभा,"यापैकी नाही घ्प २८० ,केच्शे,धॅन८, प १५,६८१?",,"केंद्रीय मंत्रीमंडळ हे ...याना जबाबदार असते? /*)लोकसभा राष्ट्रपती ()विभानसभा 10)यापैकी नाही घ्प २८० ,केच्शे,धॅन८, प १५,६८१?"
Pune_Rural_Police_Paper,4,१८ ७)२४ ९)३६ 10)३०,ध्द एक संख्या २०% ने वाढविल्यास १८० होतात;तरी ती संख्या कोणती? 4&)१७०,१५०,१३०]))२१६ ६७ ' १० ते ९९ पर्यंतच्या संख्यांमध्ये ९ हा अंक किती वेळा येतो? 4&)१९,२०२१10)यापैकी कोणतेही नाही ६८ “फाल्कन हेवी” काय आहे? 4£)फायटर जेटस्पेस रॉकेटमिसाईलस्वॉफ्टवेअर घ्९ भारताचे दुसरे राष्ट्रपती कोणते होते? कू,,ध्द एक संख्या २०% ने वाढविल्यास १८० होतात;तरी ती संख्या कोणती? 4&)१७० 5)१५० 0)१३०]))२१६ ६७ ' १० ते ९९ पर्यंतच्या संख्यांमध्ये ९ हा अंक किती वेळा येतो? 4&)१९ 8)२० ९)२१10)यापैकी कोणतेही नाही ६८ “फाल्कन हेवी” काय आहे? 4£)फायटर जेट 9)स्पेस रॉकेट ()मिसाईल 1)स्वॉफ्टवेअर घ्९ भारताचे दुसरे राष्ट्रपती कोणते होते? कू
Pune_Rural_Police_Paper,4,राजेंद्रप्रसाद 9) डॉ.एस राधाकृष्ण ९)पंडित नेहरु 0)सरदार वल्लभभाई पटेल ... र,१५०० चे १६% - १२०० चे १३% जश 42४८,८४९) ८५,यापैकी कोणतेही नाही... ५ *८.. > ले चार दिवस पावस -. दिला? डे च 4£)कडाका,तडाखादणकायापैकी सैर्वू झ्ऱ वर्षापुर्वी योगेश व आनंद यांच्या वयाचे गुणोत्तैर४:५ हो; वर्षांनंतर आनंदचे वय किती ? क,,१५०० चे १६% - १२०० चे १३% जश 42४८ 9) ८४९) ८५ 0) यापैकी कोणतेही नाही... ५ *८.. > ले चार दिवस पावस -. दिला? डे च 4£)कडाका 8)तडाखा €)दणका 19)यापैकी सैर्वू झ्ऱ वर्षापुर्वी योगेश व आनंद यांच्या वयाचे गुणोत्तैर४:५ हो; वर्षांनंतर आनंदचे वय किती ? क
Pune_Rural_Police_Paper,48,२८ वर्ष 8)३१ वर्ष ९)२० वर्ष]))२,"जरे एका परिक्षेत ६०% णितोतउत्तीर्ण,झाले-छळ्क£ विद्यार्थी बुद्धीमापन चाचणीत उत्तोर्ण झाले व स्टळ विद्यार्थी दोन्ही विषयात अनुत्तीर्ण झाले , स्य कती टक्के विद्यार्थी अनुत्तीर्ण झाले? जड",५८%,४२९%,"४७५%६४% चान झाला?गोपाळू ठलोकपाव्यंटिळकमहर्षि कर्वेयापैकी नाही जप एका टिपमळालेले रुपये. ७२०० हेमा,गीता आणी निता यांना अनुक्रमे २:३:४ याप्रमाणात वाटल्यास गिताचा वाटीर्षकिती? २००७पये१६०० रुपये१८०० रुपये) २४०० रुपये ण॒त्या कंपनी इलान मस्क यांनी विकत घेतली?",,"जरे एका परिक्षेत ६०% णितोतउत्तीर्ण,झाले-छळ्क£ विद्यार्थी बुद्धीमापन चाचणीत उत्तोर्ण झाले व स्टळ विद्यार्थी दोन्ही विषयात अनुत्तीर्ण झाले , स्य कती टक्के विद्यार्थी अनुत्तीर्ण झाले? जड &)५८% 8)४२९% (7) ४७५% 49) ६४% चान झाला? &)गोपाळू ठलोकपाव्यंटिळक ()महर्षि कर्वे 0)यापैकी नाही जप एका टिपमळालेले रुपये. ७२०० हेमा,गीता आणी निता यांना अनुक्रमे २:३:४ याप्रमाणात वाटल्यास गिताचा वाटीर्षकिती? २००७पये 3) १६०० रुपये (2) १८०० रुपये 1)) २४०० रुपये ण॒त्या कंपनी इलान मस्क यांनी विकत घेतली?"
Pune_Rural_Police_Paper,9,फेसबुक (इन्स्टाग्राम 10)यापैकी नाही,र सत्याचे प्रयोग या पुस्तकाचे लेखक कोण? 4महात्मा जोतीबा फुले,महात्मा गांधी,साने गुरुजी,)यापैकी नाही जट कसभा खासदार होण्यासाठी किमान वय किती असावे?,,र सत्याचे प्रयोग या पुस्तकाचे लेखक कोण? 4महात्मा जोतीबा फुले 8)महात्मा गांधी ()साने गुरुजी 1))यापैकी नाही जट कसभा खासदार होण्यासाठी किमान वय किती असावे?
Pune_Rural_Police_Paper,4,१८ वर्ष 8)३५ वर्ष ९)२१ वर्ष 1)२५ वर्ष,७९ घोडे बांधण्याच्या जागेस काय म्हणतात?,पागा,गोठा (गोशाला,यापैकी नाही ष्ट्रीय काँग्रेसची स्थापना कोणत्या वर्षी झाली?,,७९ घोडे बांधण्याच्या जागेस काय म्हणतात? &)पागा 9) गोठा (गोशाला 0)यापैकी नाही ष्ट्रीय काँग्रेसची स्थापना कोणत्या वर्षी झाली?
Pune_Rural_Police_Paper,48,१८५७ 9)१८७१ ९)१८९४1)१८८५,29६६4० 5 [७- 5टभ01€0 एपी 01९६1 $टभाशा *व1 च्या पगाराचे चे गुणात्तर २:३ -- __ पगार किती आहे ? तर २३ वखचचिगुणोत्त ५ आहे.जर प्रत्येकाची 4&)६०० स्प्ये,८ > व हे नाव अला? टने “---1-. ०० टु रुपये,८०० रुपये,")यापैकी नाही 1 &1, &हे नाव आरशात कसे कपै ही ४०० रुपय बचत असेल तर श्चा त सत्न?&1/ सा 1134381यापैकी कोणतेही नाही त्सव ठे काणत्या शहरात साजरा केला जातो?मुंबईपुणेकोलकत्ता)चेन्नई <४ । ८५-३२०८-४५ ३ किती?",,"29६६4० 5 [७- 5टभ01€0 एपी 01९६1 $टभाशा *व1 च्या पगाराचे चे गुणात्तर २:३ -- __ पगार किती आहे ? तर २३ वखचचिगुणोत्त ५ आहे.जर प्रत्येकाची 4&)६०० स्प्ये 3) ८ > व हे नाव अला? टने “---1-. ०० टु रुपये ()८०० रुपये 1))यापैकी नाही 1 &1, &हे नाव आरशात कसे क 1) पै ही ४०० रुपय बचत असेल तर श्चा त सत्न? (4) &1/ सा 1134 (0) 381 (9) यापैकी कोणतेही नाही त्सव ठे काणत्या शहरात साजरा केला जातो? )मुंबई 9)पुणे ()कोलकत्ता 1))चेन्नई <४ । ८५-३२०८-४५ ३ किती?"
Pune_Rural_Police_Paper,4,१२ 1) ७ ()१५ 13)०,<५ । पवनार आश्रम कोणत्या जिल आहे?,,,,,<५ । पवनार आश्रम कोणत्या जिल आहे?
Pune_Rural_Police_Paper,4,अहमदाबाद )वर्था ९)नागपुर 1))दिल्ली,"८६ १२: »:३७्यातिन्ही यातिन्ह । संख्या प्रमाणात आहेत,तर)- किती प्रमाणात आहेत;तर ४- किती? 22२४",२१,१८,"यापैकी कोणतेही नाही मराठीत सरासरी ८० गुण मिळाले,तर मंगेशला फक्त मराठीत किती गुण 22९९ गुण७५ गुण (0८० गुण८१ गुण ८७ मंगेशला मराठी । व इंग्रजीत सरासरी ६५ गुण मिळाले इंग्रजी च गणितात सरासर ईप्रजीत सरासरी ६५ गुण मिळाले इग्रजी वगर सरासरी ५ ८८ । जर & चे१५% 9 चे २०% असेल तर >?",,"८६ १२: »:३७्यातिन्ही यातिन्ह । संख्या प्रमाणात आहेत,तर)- किती प्रमाणात आहेत;तर ४- किती? 22२४ 3)२१ €)१८ 10)यापैकी कोणतेही नाही मराठीत सरासरी ८० गुण मिळाले,तर मंगेशला फक्त मराठीत किती गुण 22९९ गुण )७५ गुण (0८० गुण 1)८१ गुण ८७ मंगेशला मराठी । व इंग्रजीत सरासरी ६५ गुण मिळाले इंग्रजी च गणितात सरासर ईप्रजीत सरासरी ६५ गुण मिळाले इग्रजी वगर सरासरी ५ ८८ । जर & चे१५% 9 चे २०% असेल तर >?"
Pune_Rural_Police_Paper,2,३:४ 9)४:३ ()४:५ 0)८:५,८९ महाराष्ट्र राज्याची सिमा एकुण किती राज्याना मिळते?,,,,,८९ महाराष्ट्र राज्याची सिमा एकुण किती राज्याना मिळते?
Pune_Rural_Police_Paper,4,५ 98)६ ()७ 1)८,९०,त्र्यंबक बापुजी ठाँबरे यांना ... या टोपन नावाचे ळु ळिखले,,,,९० ) त्र्यंबक बापुजी ठाँबरे यांना ... या टोपन नावाचे ळु ळिखले
Pune_Rural_Police_Paper,4,माधवानुज 8)गोविंदाग्रज ()बालकवी 19)यापैकीएनाही,९१ । चॅट जीपीटी कशाशी संबंधित आहे? आ्विशिते सली,,,,,९१ । चॅट जीपीटी कशाशी संबंधित आहे? आ्विशिते सली
Pune_Rural_Police_Paper,4,गुगल मॅप 9)इ मेल ९),९२ । म्रारत: रुपया: : जपान :? 4&)येन,डॉलर,पौड,यापै ९३ ज्याला मुळीच लिहीता/बवाचता ये,,९२ । म्रारत: रुपया: : जपान :? 4&)येन 8)डॉलर €)पौड 10)यापै ९३ ज्याला मुळीच लिहीता/बवाचता ये
Pune_Rural_Police_Paper,4,साक्षर 3) अक्षर. ()निरक्षर 9)नवसाक्षर *,"९४ | दानसंख्यांचा लसावि ४० ब मसावि ८ आहे,त्यापैकी एक संख्या ४० असल्यास दुसरी संख्या खालीलपैकी ९५ | जागी ला,दिन खालीलपैकी कोणत्या दिवशी असतो? ८4 कि9े५ मार्चे.3)१० मौर्च (टे मार्च","१२ मार्च ९६ “खालील गटात, न बुसणारा शब्दसमुह ओळखा?",,,,"९४ | दानसंख्यांचा लसावि ४० ब मसावि ८ आहे,त्यापैकी एक संख्या ४० असल्यास दुसरी संख्या खालीलपैकी ९५ | जागी ला,दिन खालीलपैकी कोणत्या दिवशी असतो? ८4 कि9े५ मार्चे.3)१० मौर्च (टे मार्च 0)१२ मार्च ९६ “खालील गटात, न बुसणारा शब्दसमुह ओळखा?"
Pune_Rural_Police_Paper,4,सामान्यनाम 3) अलंकारीकनाम €:)विशेषनाम 1))भाववाचकनाम,सोमवार,,,,,सोमवार
Pune_Rural_Police_Paper,4,9)गुरुवार ९)मंगळवार 10)बुधवार,स्टार | । १ फेब्रुवारी २०१७ रोजी बुधवार आहे;तर १ फेब्रुवारी २०१८ रोजी कोणता वार असेल? १६ ठप: ६ तम: ५१२३७: 0 २5 _1 42६,७ 0८,९ ९९ | अनर्थ याशब्दाचा समानार्थी शब्द ओळखा?,,,स्टार | । १ फेब्रुवारी २०१७ रोजी बुधवार आहे;तर १ फेब्रुवारी २०१८ रोजी कोणता वार असेल? १६ ठप: ६ तम: ५१२३७: 0 २5 _1 42६ 8)७ 0८ 0)९ ९९ | अनर्थ याशब्दाचा समानार्थी शब्द ओळखा?
Pune_Rural_Police_Paper,4,अरिष्ठ 8)कठीण (:)समस्या 1))यापैकी नाही,[६ २/३ चा २/३ किती असेल?,,,,,[६ २/३ चा २/३ किती असेल?
Pune_Rural_Police_Paper,4,"०.५०० 8)०,६६६ (7)०.९९९ ]))०. ४४४",१०६९५० 5 [७- 5टभ01€0 एपी 01९६1 $टभाशा,,,,,१०६९५० 5 [७- 5टभ01€0 एपी 01९६1 $टभाशा
Raigad_Police_Paper,0,01 0प्ट्झञांलाइ : 100 एकण गुण _ १००,चाचणीचा कालावघी मिनिटे ९० मिनिटे प्रश्‍नांची एकण संख्या १०० गडप (0 06 टकातांतधा28 : उम्नेदवारांसाठी सुचना (0० ८ टव्ातातव2$ : उमेदवारांसाठी सुचना उह टआावातव(ट पापड लवत फाड प्रझापलांओयी ससाणा) हार भायर प८ (00०३४०0519 (16 ९५८३४०१5 8001761. पाहिजेत. वाचल्या पाहिजे,,,,,चाचणीचा कालावघी मिनिटे ९० मिनिटे प्रश्‍नांची एकण संख्या १०० गडप (0 06 टकातांतधा28 : उम्नेदवारांसाठी सुचना (0० ८ टव्ातातव2$ : उमेदवारांसाठी सुचना उह टआावातव(ट पापड लवत फाड प्रझापलांओयी ससाणा) हार भायर प८ (00०३४०0519 (16 ९५८३४०१5 8001761. पाहिजेत. वाचल्या पाहिजे
Raigad_Police_Paper,1,81 मश्नपुस्तिकेतील प्रशन सोडविण्यापुर्वी उमेदवाराने या सुचना काळजीपुर्व -,. ला 920५11) उ०ण,"फिल, एऐफ्ट्झंठा 39८7 (006. 0ण८४४107 लनन एण्ट्झाता ठरला. $द्यांट्ड ठा ६ ठार डस शल्ल आत झेटाबएार ब 6 3७090पंशट 019०८. फि पिट पापा पिच 0टा उपते पिता 09 (९ (0९डरठिय छ०गचल, 1 6 3७३2॥८०८ 071 ९१०1 िपपाएद्य २ एए्ट्झांठा छठठाराल ऐरॅणा0 क्षत 0ए्ट्जांठा ठगायल $द्योहड 09 16 001२ औैवाडचलय झाल्टा, प्रा) ग ७८ टचयाएबारत आते ॥ 137 टक्षाटशाटित. ओएमआर वर तुमचा रोल नंबर, प्रश्‍नपत्रिका कोड, प्रश्‍नपुस्तिका कमांक आणि प्रश्‍नपुस्तिका मालिका काळजीपुर्वक लिहा आणि योग्य ठिकाणी स्वाक्षरी करा.प्रश्‍नपुस्तिकेतील तुमचा रोल नंबर आणि नाव लिहा. ओएमआर प्रश्‍नपुस्तिका कमांक आणि प्रश्‍नपुस्तिका मालिका नसल्यास त्याचे मुल्यांकन होणार नाही उत्तपत्रिकेवर रो आणि ते रदद ठरवले जाउ शकते.",,,,". ला 920५11) उ०ण रि] फिल, एऐफ्ट्झंठा 39८7 (006. 0ण८४४107 लनन एण्ट्झाता ठरला. $द्यांट्ड ठा ६ ठार डस शल्ल आत झेटाबएार ब 6 3७090पंशट 019०८. फि पिट पापा पिच 0टा उपते पिता 09 (९ (0९डरठिय छ०गचल, 1 6 3७३2॥८०८ 071 ९१०1 िपपाएद्य २ एए्ट्झांठा छठठाराल ऐरॅणा0 क्षत 0ए्ट्जांठा ठगायल $द्योहड 09 16 001२ औैवाडचलय झाल्टा, प्रा) ग ७८ टचयाएबारत आते ॥ 137 टक्षाटशाटित. ओएमआर वर तुमचा रोल नंबर, प्रश्‍नपत्रिका कोड, प्रश्‍नपुस्तिका कमांक आणि प्रश्‍नपुस्तिका मालिका काळजीपुर्वक लिहा आणि योग्य ठिकाणी स्वाक्षरी करा.प्रश्‍नपुस्तिकेतील तुमचा रोल नंबर आणि नाव लिहा. ओएमआर प्रश्‍नपुस्तिका कमांक आणि प्रश्‍नपुस्तिका मालिका नसल्यास त्याचे मुल्यांकन होणार नाही उत्तपत्रिकेवर रो आणि ते रदद ठरवले जाउ शकते."
Raigad_Police_Paper,2,ग्रयह हाह गटझ 5 ठणुंल्टाळ्ट 196 0प्टडांठा$ ९ळणएंझाड 07 100 वृ्टड00$. 81 वृणए्टझांठाइ शट,"ग्राक्ातॅव(013/. संपुर्ण चाचणी वस्तुनिठ प्रकारच्या प्रश्‍नांची असून त्यात १०० प्रश्‍न आहेत. सर्व प्रश्‍न अनिवार्य आहेत. उबा 0पल्झागा स्बायवंटड ०0९ प्राक्षावर किलयाट 15 पिठ प्रटटुबांप€ फ्िडिकिविपड 1017 शवाउ' फकणाडटू झाडाला, 0प्डगाड बाट फिविऱ्व का","घयाटटपवटुट 0013. प्रत्येक प्रश्‍नाला एक गुण आहे.या कोणत्याही चुकीच्या उत्तरासाठी निगेटीव्ह मार्कींग नाही प्रश्‍न फक्त मराठी भाषेत आहेत. वट टहातातिकट पापड टाटटाट पवा पीट 0ऐप्टझाठा 300]घल टठयााप5 100 आणणपछाट टाठाटट तुप्ट्झांठाड या 16 03865. (19 वॉडिटाटछक्षाट)' 1 0िणत, ए९७०॥ ६० फट फसंट्ा।कठा पपालतावा९]). उमेदवाराने त्या प्रश्‍नपुस्तिकेत १६ पानांमध्ये १०० बहुपर्यायी प्रश्‍न असल्याचे तपासून घेतले पाहिजेत, कोणतीही विसंगती आढळल्यास पर्यवेक्षकाला त्वरीत कळवा.",,,,"ग्राक्ातॅव(013/. संपुर्ण चाचणी वस्तुनिठ प्रकारच्या प्रश्‍नांची असून त्यात १०० प्रश्‍न आहेत. सर्व प्रश्‍न अनिवार्य आहेत. उबा 0पल्झागा स्बायवंटड ०0९ प्राक्षावर किलयाट 15 पिठ प्रटटुबांप€ फ्िडिकिविपड 1017 शवाउ' फकणाडटू झाडाला, 0प्डगाड बाट फिविऱ्व का ]घयाटटपवटुट 0013. प्रत्येक प्रश्‍नाला एक गुण आहे.या कोणत्याही चुकीच्या उत्तरासाठी निगेटीव्ह मार्कींग नाही प्रश्‍न फक्त मराठी भाषेत आहेत. वट टहातातिकट पापड टाटटाट पवा पीट 0ऐप्टझाठा 300]घल टठयााप5 100 आणणपछाट टाठाटट तुप्ट्झांठाड या 16 03865. (19 वॉडिटाटछक्षाट)' 1 0िणत, ए९७०॥ ६० फट फसंट्ा।कठा पपालतावा९]). उमेदवाराने त्या प्रश्‍नपुस्तिकेत १६ पानांमध्ये १०० बहुपर्यायी प्रश्‍न असल्याचे तपासून घेतले पाहिजेत, कोणतीही विसंगती आढळल्यास पर्यवेक्षकाला त्वरीत कळवा."
Raigad_Police_Paper,4,"ट़ठठड्या ठएपंठा बह 10 ७८ फवाटिबट 00197 ह पाट 0जार आडइण्या झोल्ल, 35 एटा प्राझापटपांठा श्ोफ्हा ठा","पट 0जार डस झाल्ल, ग्रह टक्षट (0 हाला पीट आडच्स आ. एटडटाए0टत प्ाजाहाः र पीट ३980९ ए०ळतल्व फ़ पीट 01जारि आाडप्स झाल्ल सि: पीट टाट्सपाह्त 0प्ट्झांला फचपिपाणल (व हॉलला धो पीट वृण्टडपंठा 5001121) _ उत्तरपत्रिकेत _ संबंधीत प्रशन कमांकासाठी ओएमआर उत्तरपत्रिकेत दिलेल्या जागेत विहीत पध्दतीने उत्तर लिहीण्याची काळजी घेत. ओएमआर संबंधीत प्रशन कमांकसाठी ओएमआर उत्तरप्रत्रिकेत दिलेल्या सुचनांच्या अनुसार निवडलेले पयीय फक्त ओएमआर उत्तरपत्रिकेवर सुचित करावेत दिलेल्या उत्तरपत्रिकेनुसार नट टातातिळाट पा0जञ 05८ 3 31361९ 01 00ग एक्या 0119) (० पाढ)ईट हयापांटड 00 0101२ 0 इ9.९1 इव बॉल पॉईंट 6९(.उमेदवाराने ओएमआर उत्तरपत्रिकेवर प्रविष्ट करताना फक्त काळे बॉल पॉईंट पेन वापराले पाहिजे.",,,,,"पट 0जार डस झाल्ल, ग्रह टक्षट (0 हाला पीट आडच्स आ. एटडटाए0टत प्ाजाहाः र पीट ३980९ ए०ळतल्व फ़ पीट 01जारि आाडप्स झाल्ल सि: पीट टाट्सपाह्त 0प्ट्झांला फचपिपाणल (व हॉलला धो पीट वृण्टडपंठा 5001121) _ उत्तरपत्रिकेत _ संबंधीत प्रशन कमांकासाठी ओएमआर उत्तरपत्रिकेत दिलेल्या जागेत विहीत पध्दतीने उत्तर लिहीण्याची काळजी घेत. ओएमआर संबंधीत प्रशन कमांकसाठी ओएमआर उत्तरप्रत्रिकेत दिलेल्या सुचनांच्या अनुसार निवडलेले पयीय फक्त ओएमआर उत्तरपत्रिकेवर सुचित करावेत दिलेल्या उत्तरपत्रिकेनुसार नट टातातिळाट पा0जञ 05८ 3 31361९ 01 00ग एक्या 0119) (० पाढ)ईट हयापांटड 00 0101२ 0 इ9.९1 इव बॉल पॉईंट 6९(.उमेदवाराने ओएमआर उत्तरपत्रिकेवर प्रविष्ट करताना फक्त काळे बॉल पॉईंट पेन वापराले पाहिजे."
Raigad_Police_Paper,6,"एरिठणए्ट्ी झाट प8)7 ७८ ताट 07 016 50806 ए्ठरातलव आ पांड वुपट्डझांठा ७००९९, ७ य","टर टं उत्तरपत्रिकेवर > क 0 01 015७४९1 ४6९! .कच्चे काम ओएमआर उत्तरपत्रिकेवर न करता प्रश्‍नपुस्तिकेत दिलेल्या जागेतच केले नच 0०जार का पाह लात 1 पाट एल्झ टक्षावीवबाट पापड डपणा( ६ 00जार इला ४९९1 (ठमट्टा8। त , जट्ानठा 09 तप. 00९5४०१ 5०01०1 ०१४",ज7र (टकाकातवाट,च ७८ पळातट् हक ५० ६ '€7 (0० पट ॥ ट्षातातिवाल बी ९ ट>ट3या 15 ९001912162. कस अखेरीस उमेदवाराने ओएमआर उत्तरपत्रिका मुळ प्रत ड्युटीवर असलेल्या निरीक्षकाला पं गिला सादर करणे आवश्यक आहे परिक्षा पुर्ण झाल्यानंतर प्रश्‍न पुस्तिका आणि ओएमआर (उमेदवाराची मे प्रत)उमेदवाराला दिली जाईल.,,,"टर टं उत्तरपत्रिकेवर > क 0 01 015७४९1 ४6९! .कच्चे काम ओएमआर उत्तरपत्रिकेवर न करता प्रश्‍नपुस्तिकेत दिलेल्या जागेतच केले नच 0०जार का पाह लात 1 पाट एल्झ टक्षावीवबाट पापड डपणा( ६ 00जार इला ४९९1 (ठमट्टा8। त , जट्ानठा 09 तप. 00९5४०१ 5०01०1 ०१४ 0)ज7र (टकाकातवाट (00) च ७८ पळातट् हक ५० ६ '€7 (0० पट ॥ ट्षातातिवाल बी ९ ट>ट3या 15 ९001912162. कस अखेरीस उमेदवाराने ओएमआर उत्तरपत्रिका मुळ प्रत ड्युटीवर असलेल्या निरीक्षकाला पं गिला सादर करणे आवश्यक आहे परिक्षा पुर्ण झाल्यानंतर प्रश्‍न पुस्तिका आणि ओएमआर (उमेदवाराची मे प्रत)उमेदवाराला दिली जाईल."
Raigad_Police_Paper,2,,,,,,,
Raigad_Police_Paper,3,,,,,,,
Raigad_Police_Paper,4,,,,,,,
Raigad_Police_Paper,3,,इ.स.१८७३ मध्ये महात्मा जोतिराव पले यांनी लालीलपैकी कोणत्या समाजाची स्थापना केली २,,,,,ग) इ.स.१८७३ मध्ये महात्मा जोतिराव पले यांनी लालीलपैकी कोणत्या समाजाची स्थापना केली २
Raigad_Police_Paper,4,ब्राम्हो समाज 1) सत्यशोधक समाज 00 प्रार्थना समाज 13) आर्य समाज,चौरीचौरा येथील घटनेमुळे व्यथित होवून महात्मा गांधीजींनी फेब्रुवारी १९२२ मध्ये असहकार चळवळ स्थगित केली ते चौरीचौरा हे ठिकाण कोणत्या राज्यात आहे * शौरा हे ठिकाण कोणत्या राज्यात आहे _,) पश्चिम वंगाल,,,,चौरीचौरा येथील घटनेमुळे व्यथित होवून महात्मा गांधीजींनी फेब्रुवारी १९२२ मध्ये असहकार चळवळ स्थगित केली ते चौरीचौरा हे ठिकाण कोणत्या राज्यात आहे * शौरा हे ठिकाण कोणत्या राज्यात आहे _ 1)) पश्चिम वंगाल
Raigad_Police_Paper,4,महाराष्टर्‌ 13) छत्तीसगड ट्‌) उत्तरप्रदेश,खालील पैकी कोणत्या दिवशी जागतिक रक्‍तदान दिन साजरा केला जातो? सप्टे ४ डिसेंबर,,,,,खालील पैकी कोणत्या दिवशी जागतिक रक्‍तदान दिन साजरा केला जातो? सप्टे ४ डिसेंबर
Raigad_Police_Paper,4,७ एप्रिल 9) १४ जून ९) २९ सष्टबर 0४ ह,खालीलपैकी योग्य पर्याय निवडा ? > > रे विज्ञानाची शाखा,,,,,खालीलपैकी योग्य पर्याय निवडा ? > > रे विज्ञानाची शाखा
Raigad_Police_Paper,१,"रक्‍त, रक्‍त तयार करणारे अवयव आणि रक्ताचे रोग यांचा अभ्यास करणारे वैद्यक विः",म्हणजे रक्‍्तशास्त्र (हिमॅटोलॉजी _,,,,,म्हणजे रक्‍्तशास्त्र (हिमॅटोलॉजी _
Raigad_Police_Paper,२,"4,3,0 या सणा शोध क १९०० साली डॉ.कार्ल लॅडस्टेनर यांनी लावला, या शोधाबद्दल",इ.स.१९३० साली त्यांना नोबेल पारितोषिक देण्यात आले. _,,,,,इ.स.१९३० साली त्यांना नोबेल पारितोषिक देण्यात आले. _
Raigad_Police_Paper,३,'&1' रक्‍्तगटाचा शोध डिकास्टेलो आणि स्टर्ची यांनी इ.स.१९०२ मध्य लावला. तवय,,,,,,
Raigad_Police_Paper,४,'0' रक्‍तगटाला सर्वयोग्य दाता (711 ४८1581 10008) तर '५8' रक्‍तगटाला सर्वयोग्य ग्राही,(प्एट$41 ९ि९८]1ह) असे म्हणतात. । कः 4,"फक्त पर्याय १,२,४ बरोबर","फक्त पर्याय १,२,३ बरोबर","फक्त पर्याय १,३,४ बरोबरवरील सर्व पर्याय बरोबर खालीलपैकी सर्वात कमी अपवर्तनांक (९२९१04९1४6 10062) कोणाचा असतो ?",,"(प्एट$41 ९ि९८]1ह) असे म्हणतात. । कः 4 )फक्त पर्याय १,२,४ बरोबर 1)फक्त पर्याय १,२,३ बरोबर (2)फक्त पर्याय १,३,४ बरोबर 12) वरील सर्व पर्याय बरोबर खालीलपैकी सर्वात कमी अपवर्तनांक (९२९१04९1४6 10062) कोणाचा असतो ?"
Raigad_Police_Paper,4,हवा 8) हिरा 0) बॅझिन 13) कार्बन डायसल्फाईड,"जेव्हा शुभ्र प्रकाश लोलकावर (1१1811) आपाती असतो, तेव्हा वेगवेगळे रंग वेगवेगळया कोनातून वळतात. या सात रंगांपैकी कोणते रंग अनुकमे सर्वात कमी व सर्वात जास्त वळतात ? 4“) लाल रंग व पिवळा रंग",नारंगी रंग व लाल रंग (जांभळा गव पा टग घडविण्याची,लाल रंग व जांभळा रंग भारतात कुशल दर्जाचे व्यवस्थापक घडविण्याची जबाबदारी खालीलपैकी कोणत्या संस्थेची झे त्या संस्थेची आहे?,,,"जेव्हा शुभ्र प्रकाश लोलकावर (1१1811) आपाती असतो, तेव्हा वेगवेगळे रंग वेगवेगळया कोनातून वळतात. या सात रंगांपैकी कोणते रंग अनुकमे सर्वात कमी व सर्वात जास्त वळतात ? 4“) लाल रंग व पिवळा रंग 9)नारंगी रंग व लाल रंग (जांभळा गव पा टग घडविण्याची 10)लाल रंग व जांभळा रंग भारतात कुशल दर्जाचे व्यवस्थापक घडविण्याची जबाबदारी खालीलपैकी कोणत्या संस्थेची झे त्या संस्थेची आहे?"
Raigad_Police_Paper,8,णा) 9) 1टजार 0) आण$ 0,,,,,,
Raigad_Police_Paper,8,,,,,,,
Raigad_Police_Paper,9,,,,,,,
Raigad_Police_Paper,10,,,,,,,
Raigad_Police_Paper,11,,,,,,,
